#OTU ID,EDCA1,EDCA2,EDCA3,EDCA4,EDCA5,EDCB1,EDCB2,EDCB3,EDCB4,EDCB5,EDCC1,EDCC2,EDCC3,EDCC4,EDCC5,EDCD1,EDCD2,EDCD3,EDCD4,EDCD5,EDCE1,EDCE2,EDCE3,EDCE4_5,EDCE4,EDCE5,EDCF1,EDCF2,EDCF3,EDCF4,EDCF5,EDCG1,EDCG2,EDCG3,EDCG4,EDCG5,EDCH1,EDCH2,EDCH3,EDCH4,EDCH5,EDCI1,EDCI2,EDCI3,EDCI4_5,EDCI4,EDCI5,EDCJ1,EDCJ2,EDCJ3,EDCJ4_5,EDCJ4,EDCJ5,EJC10,EJC23,EJC3,EJC30,XDCA2,XDCA3,XDCA4,XDCB2,XDCB3,XDCB4,XDCC1,XDCC2,XDCC3,XDCC4,XDCD0,XDCD1,XDCD2,XDCD3,XDCD4,XDCE1,XDCE2,XDCE3,XDCE4,XDCF2,XDCF3,XDCF4,XDCG2,XDCG3,XDCG4,XDCH2,XDCH3,XDCH4,XDCI2,XDCI3,XDCI4,XDCJ1,XDCJ2,XDCJ3,XDCJ4,XJC-14,XJC-3,XJC29,YDCA1,YDCA2,YDCA3,YDCA4,YDCA5,YDCA6,YDCB1,YDCB2,YDCB3,YDCB4,YDCB5,YDCB6,YDCC0,YDCC1,YDCC2,YDCC3,YDCC4,YDCC5,YDCC6,YDCD0,YDCD1,YDCD2,YDCD3,YDCD4,YDCD5,YDCD6,YDCE0,YDCE1,YDCE2,YDCE3,YDCE4,YDCE5,YDCE6,YDCF1,YDCF2,YDCF3,YDCF4,YDCF5,YDCF6,YDCG1,YDCG2,YDCG3,YDCG4,YDCG5,YDCG6,YDCH1,YDCH2,YDCH3,YDCH4,YDCH5,YDCH6,YDCI1,YDCI2,YDCI3,YDCI4,YDCI5,YDCI6,YDCJ1,YDCJ2,YDCJ3,YDCJ4,YDCJ5,YDCJ6,YJC24,ZDCA1,ZDCA2,ZDCA3,ZDCA4,ZDCA5,ZDCB1,ZDCB2,ZDCB3,ZDCB4,ZDCB5,ZDCC0,ZDCC1,ZDCC2,ZDCC3,ZDCC4,ZDCC5,ZDCD0,ZDCD1,ZDCD2,ZDCD3,ZDCD4,ZDCD5,ZDCD6,ZDCE0,ZDCE1,ZDCE2,ZDCE3,ZDCE4,ZDCE5,ZDCE6,ZDCF0,ZDCF1,ZDCF2,ZDCF3,ZDCF4,ZDCF5,ZDCG1,ZDCG2,ZDCG3,ZDCG4,ZDCG5,ZDCG6,ZDCH1,ZDCH2,ZDCH3,ZDCH4,ZDCH5,ZDCI1,ZDCI2,ZDCI3,ZDCI4,ZDCI5,ZDCI6,ZDCJ0,ZDCJ1,ZDCJ2,ZDCJ3,ZDCJ4,ZDCJ5,ZDCJ6,ZJC16,ZJC22,ZJCCJ,OTUsize,Taxonomy,superkingdom,phylum,class,order,family,genus,species
ASV11,1038,236,450,36,28,778,134,119,58,238,483,78,191,8,54,215,237,92,52,72,285,311,281,154,18,26,603,578,985,70,28,126,686,277,130,16,726,718,285,69,15,689,698,94,68,49,20,776,70,345,51,77,58,116,134,76,743,1882,473,11427,842,816,21640,318,388,174,24060,845,383,268,430,7986,313,391,379,6024,295,303,4482,2993,438,18173,452,203,17027,520,302,33398,807,549,172,2244,230,131,325,531,362,185,409,5781,434,1314,50,63,1177,7456,1113,1627,454,99,199,11540,1150,229,642,200,835,626,13963,9133,69,241,1765,253,2305,16452,3105,11,878,325,1000,15367,9711,27,540,1670,4233,7576,10071,64,272,312,15966,6286,14557,65,308,264,9204,12656,6649,36,5986,557,3257,7404,49,48,61,796,120,220,18,66,39,13,48,78,17,24,14,31,13,52,66,74,60,55,58,103,68,78,869,72,25,59,62,8,198,143,141,66,37,44,39,883,510,142,216,12,61,1671,112,85,40,106,91,20,176,58,95,92,460,34,38,25,104,33,47,11,48,797,406144,Fungi{superkingdom}(100);Ascomycota{phylum}(100);Saccharomycetes{class}(100);Saccharomycetales{order}(100);Phaffomycetaceae{family}(100);Wickerhamomyces{genus}(100);Wickerhamomyces_anomalus{species}(100),Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Phaffomycetaceae,Wickerhamomyces,Wickerhamomyces_anomalus
ASV12,157,33,135,15,35,633,129,478,140,110,289,36,421,343,83,3647,79,1634,351,140,2915,69,2325,2411,35,189,508,0,412,16,31,2811,29,269,43,51,147,46,56,22,81,147,51,89,471,105,5167,100,23,238,147,14,60,317,87,68,51,34,0,0,0,0,53,0,0,0,20,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,80,763,5068,419,1131,14328,201,8461,7241,7394,7810,3489,1855,2414,8241,3450,6345,9515,2996,2037,7015,10049,3217,5413,9169,4482,950,3141,10251,6204,4195,18298,14918,403,426,2526,3225,3089,4024,114,669,3606,1427,567,1457,133,1780,148,170,712,1055,476,1020,3431,443,3564,20627,154,534,14968,618,36438,20546,2459,0,0,0,0,0,0,11,0,0,0,0,16,0,0,0,21,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,46,46,229,185,350663,Fungi{superkingdom}(100);Ascomycota{phylum}(100);Saccharomycetes{class}(100);Saccharomycetales{order}(100);Pichiaceae{family}(100);Pichia{genus}(100);Pichia_mandshurica{species}(100),Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Pichia,Pichia_mandshurica
ASV13,131,0,185,366,795,360,0,837,1010,5579,630,1110,749,888,2154,0,383,895,1687,1650,452,620,235,2988,315,1659,162,14,0,0,2015,0,14,527,555,771,0,0,0,1512,1514,0,0,0,1442,1198,913,31,0,0,996,266,14184,8398,8521,7005,27852,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,0,0,392,0,0,174,0,1434,3326,5025,6341,4388,0,266,7966,9754,3063,9465,18811,0,5290,4700,6887,16042,6160,21714,70,3093,1958,17574,2945,2234,6360,261,0,106,2659,0,295,0,0,148,77,0,0,25,0,0,64,0,69,0,323,0,928,252,191,0,146,1658,0,615,308,810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,35,31,0,54,3116,281673,Fungi{superkingdom}(94);Ascomycota{phylum}(94);Schizosaccharomycetes{class}(94);Schizosaccharomycetales{order}(94);Schizosaccharomycetaceae{family}(94);Schizosaccharomyces{genus}(94);Schizosaccharomyces_pombe{species}(94),Fungi,Ascomycota,Schizosaccharomycetes,Schizosaccharomycetales,Schizosaccharomycetaceae,Schizosaccharomyces,Schizosaccharomyces_pombe
ASV14,7052,10409,140,71,112,7730,1848,2537,58,563,2342,3231,1960,49,947,4674,4327,1871,187,424,4974,177,2650,288,134,102,4718,4245,2823,47,42,11977,8055,0,11,0,2204,6495,102,0,294,8575,1502,1791,1087,344,0,10844,75,889,808,151,32,172,7,88,5,16,95,0,0,152,0,27,322,0,0,0,0,0,25,11,69,172,0,0,0,146,0,16,287,0,0,67,0,122,23,0,75,79,0,0,152,292,50,7739,2815,1339,3956,795,10,1869,13,16,242,732,50,99,1270,243,163,70,299,33,501,12,774,426,16,340,277,806,367,1403,112,0,67,61,7450,3136,710,6,1074,59,10509,826,3017,5737,1814,11,11825,4893,5526,3439,3914,0,8047,5626,835,3115,4959,9,2527,4339,1292,2311,259,31,441,965,286,0,0,0,45,0,0,39,0,24,0,17,0,47,0,18,9,30,16,56,0,0,98,47,0,0,0,0,61,286,143,21,11,34,0,53,0,7,0,0,53,1091,44,0,0,0,4,12,10,0,0,0,0,6,0,0,0,0,0,16,11,7,256657,Fungi{superkingdom}(79);Ascomycota{phylum}(79);Eurotiomycetes{class}(79);Eurotiales{order}(79);Aspergillaceae{family}(79);Unassigned{genus}(0);Unassigned{species}(0),Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Unassigned,Unassigned
ASV15,7120,5509,615,79,116,7098,1415,2909,193,613,3623,2130,1805,157,628,3392,3599,1724,216,1002,3729,2971,2213,462,238,196,7101,15575,3331,165,136,4845,4777,1538,242,113,6491,8037,1806,146,270,9187,6806,1748,1098,845,52,8744,1559,885,800,370,118,156,13,115,23,18,220,192,339,381,122,111,393,223,150,1538,194,53,288,33,2628,339,479,111,945,736,44,239,749,170,351,370,82,183,662,50,301,225,150,53,1863,1888,1385,1632,1310,535,1204,2228,15,792,58,75,100,252,25,1558,622,65,117,136,133,87,2175,174,440,332,281,283,151,747,580,388,56,589,38,25,2275,926,171,568,761,138,1920,1468,498,807,753,189,1697,1178,1178,815,912,202,1825,998,1629,708,864,21,2171,1180,478,611,91,41,64,2822,421,195,26,190,120,28,67,84,19,83,46,75,139,96,77,197,100,47,139,77,88,1784,483,111,72,62,83,40,543,530,299,56,64,89,262,851,250,528,233,40,406,2709,154,115,205,180,228,50,154,42,168,88,979,109,75,38,231,40,54,258,413,292,221946,Fungi{superkingdom}(98);Ascomycota{phylum}(98);Eurotiomycetes{class}(98);Eurotiales{order}(98);Aspergillaceae{family}(98);Paecilomyces{genus}(98);Paecilomyces_variotii{species}(98),Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Paecilomyces,Paecilomyces_variotii
ASV16,0,0,263,0,877,505,184,573,929,4055,628,963,725,691,1663,156,291,816,1482,1245,327,499,266,1978,213,1195,132,0,167,0,1485,114,0,412,628,620,0,0,98,1120,1052,34,0,0,1065,910,655,0,134,144,761,257,11635,7284,5853,6058,21776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,161,182,120,1072,2927,3502,5169,3419,0,232,4165,8983,1475,8238,12477,87,6315,4098,6478,11028,5597,14369,0,2386,1140,13496,1435,2194,6055,277,0,0,1414,120,195,0,0,0,0,0,0,0,0,88,0,37,0,219,331,206,355,166,0,0,0,0,146,302,0,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1060,215146,Fungi{superkingdom}(79);Ascomycota{phylum}(79);Schizosaccharomycetes{class}(79);Schizosaccharomycetales{order}(79);Schizosaccharomycetaceae{family}(79);Schizosaccharomyces{genus}(79);Schizosaccharomyces_pombe{species}(79),Fungi,Ascomycota,Schizosaccharomycetes,Schizosaccharomycetales,Schizosaccharomycetaceae,Schizosaccharomyces,Schizosaccharomyces_pombe
ASV17,1134,1156,80,40,0,1618,165,478,38,91,613,515,300,35,163,676,559,269,46,284,675,579,515,150,37,0,1128,1322,688,0,63,1395,1246,220,0,0,1705,1214,485,0,51,1618,1427,200,184,181,29,2028,170,169,181,35,0,42,51,0,0,73,795,0,859,610,93,134,970,127,50,659,90,59,157,0,678,486,275,0,308,200,0,388,368,0,696,262,0,479,165,0,471,489,82,0,432,406,388,3884,2749,1315,2315,2115,68,2197,188,267,439,1350,239,11757,2116,486,622,1489,621,1311,7653,1453,1536,966,1601,1740,1592,4105,2332,1283,188,2002,1132,210,4654,2624,472,1992,2199,229,4175,3006,1315,2119,1597,402,4593,2833,2756,2330,2710,462,3804,2192,1598,4624,2100,87,5019,2240,1316,1371,267,149,1327,3719,610,109,54,168,126,0,0,76,0,0,0,0,25,0,54,164,0,0,96,57,58,983,363,83,0,0,34,52,394,435,381,0,0,60,227,999,293,497,0,43,399,2199,175,207,134,144,208,0,0,0,97,78,733,190,68,0,137,89,45,165,414,2729,185551,Fungi{superkingdom}(100);Ascomycota{phylum}(100);Eurotiomycetes{class}(100);Eurotiomycetidae_ord_Incertae_sedis{order}(100);Monascaceae{family}(100);Monascus{genus}(100);Monascus_purpureus{species}(100),Fungi,Ascomycota,Eurotiomycetes,Eurotiomycetidae_ord_Incertae_sedis,Monascaceae,Monascus,Monascus_purpureus
ASV18,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0,0,0,0,9,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3035,3499,12140,2849,3382,3390,563,4437,1854,5101,1625,1432,582,2187,508,875,3670,2908,3036,1630,2833,2061,3930,1812,16013,4407,3605,11398,3930,8632,9856,1026,4301,3762,1138,1317,745,713,195,387,289,434,229,0,150,23,10,76,195,8,195,72,62,50,105,58,22,124,165,62,74,110,50,9,176,1201,97,0,400,0,0,286,258,81,516,564,33,732,534,345,477,590,45,397,729,793,415,540,84,226,345,242,349,224,4,203,391,239,366,15,0,58,145,23,138,5,30,16,5,24,27,0,0,9,29,0,28,51,16,23,25,26,34,56,32,32,44,17,26,42,0,62,15,28,13,0,44,19,47,132,39,0,0,22,36,44,16,42,61,37,0,100,0,46,71,114,4,15,5,46,14,26,7,6,1115,158458,Fungi{superkingdom}(100);Ascomycota{phylum}(100);Saccharomycetes{class}(100);Saccharomycetales{order}(100);Phaffomycetaceae{family}(100);Cyberlindnera{genus}(100);Cyberlindnera_fabianii{species}(100),Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Phaffomycetaceae,Cyberlindnera,Cyberlindnera_fabianii
ASV19,44,55,0,0,6,156,26,0,0,9,20,0,0,0,0,150,14,149,0,0,0,78,55,49,0,6,52,0,0,0,0,92,132,71,131,0,0,71,0,0,0,45,68,38,0,0,0,0,11,0,0,0,0,3,0,0,0,7239,896,1365,2789,2185,1370,2395,3893,1210,1162,1470,2344,6967,2411,3094,1669,1482,2023,1847,2073,1286,468,15928,546,553,1158,604,1333,1842,854,1287,2042,1604,365,157,445,751,230,203,481,120,487,347,0,608,0,20,53,165,0,265,98,44,56,0,101,0,211,63,50,48,0,59,41,3047,960,83,15,479,0,0,676,260,83,415,680,57,2151,1054,683,771,2336,61,1245,1260,974,413,527,156,338,397,356,333,213,8,324,506,176,229,19,0,114,227,489,1066,1359,761,1043,905,2178,2655,405,164,304,1190,418,1189,115,83,714,1151,142,293,228,259,252,1017,389,148,666,162,352,169,423,779,750,172,766,147,236,95,864,217,119,384,1589,317,2724,1091,474,262,253,2280,647,532,207,265,824,354,1245,783,324,454,2339,890,151086,Fungi{superkingdom}(100);Ascomycota{phylum}(100);Saccharomycetes{class}(100);Saccharomycetales{order}(100);Unassigned{family}(0);Unassigned{genus}(0);Unassigned{species}(0),Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Unassigned,Unassigned,Unassigned
ASV20,353,379,76,0,0,244,97,199,30,66,309,184,117,17,87,284,180,82,0,140,401,227,82,51,31,20,685,647,224,9,15,351,221,192,26,4,258,290,290,0,30,379,319,182,118,65,6,602,77,51,78,27,0,0,10,0,0,17,108,0,94,62,0,30,157,0,0,52,36,3,22,0,37,70,46,2,0,49,0,108,111,0,50,51,0,81,30,0,71,26,16,0,12,14,16,5744,4859,1488,2862,2011,55,2421,121,158,283,998,126,3982,1978,287,410,574,390,271,5819,615,985,865,561,922,589,1585,1314,1432,138,1706,117,62,8464,3956,693,1618,2854,234,6458,3949,1432,2977,2628,292,8282,3377,3902,2161,3940,354,6398,4331,1244,2393,3269,66,8443,3247,1399,2011,226,160,331,425,95,26,0,23,27,9,15,23,6,30,9,24,19,12,16,42,18,17,36,21,35,21,47,26,14,8,10,8,13,65,68,15,14,13,15,80,43,69,36,0,33,246,20,44,28,21,24,15,32,24,0,26,90,62,27,0,36,17,16,22,22,187,149485,Fungi{superkingdom}(97);Ascomycota{phylum}(97);Sordariomycetes{class}(97);Microascales{order}(97);Microascaceae{family}(97);Scopulariopsis{genus}(97);Unassigned{species}(0),Fungi,Ascomycota,Sordariomycetes,Microascales,Microascaceae,Scopulariopsis,Unassigned
ASV21,1899,1807,87,0,37,2216,345,617,44,124,720,633,340,48,197,851,1098,386,61,465,1021,1033,462,157,53,34,1754,1700,795,32,0,2310,1710,362,59,59,2380,1950,572,0,60,2320,2280,248,2121,196,0,2206,288,193,219,72,33,43,0,55,25,54,579,53,591,403,0,124,637,76,0,314,63,0,82,0,328,282,188,58,155,105,0,311,313,0,364,180,26,369,157,20,315,200,78,14,147,122,133,3147,1786,1677,1622,1802,0,1133,111,724,265,628,55,2997,1180,188,731,496,250,210,1954,526,418,441,240,374,301,1828,1040,711,111,1043,80,55,3480,1614,295,1245,1538,131,3777,2342,1172,1637,1285,257,4099,2551,2258,1319,2140,284,3668,1773,1434,1162,1708,0,4351,1902,1017,1057,118,137,8077,3850,593,71,0,259,112,32,0,51,49,100,63,27,25,45,60,146,50,0,0,38,58,1701,280,76,50,0,37,0,208,384,304,42,34,62,323,903,273,499,144,0,184,2145,164,159,223,152,150,66,72,107,152,0,678,211,60,42,198,0,0,213,448,664,148607,Fungi{superkingdom}(96);Ascomycota{phylum}(96);Eurotiomycetes{class}(96);Eurotiomycetidae_ord_Incertae_sedis{order}(96);Monascaceae{family}(96);Monascus{genus}(96);Monascus_purpureus{species}(96),Fungi,Ascomycota,Eurotiomycetes,Eurotiomycetidae_ord_Incertae_sedis,Monascaceae,Monascus,Monascus_purpureus
ASV22,909,0,97,9,0,1153,478,266,29,91,506,260,228,21,126,489,964,198,31,203,634,655,380,93,0,16,1290,951,436,83,25,813,1109,306,24,0,1173,1032,583,21,53,939,1239,275,133,122,9,1311,207,0,102,70,0,47,0,25,0,0,256,0,424,104,20,54,421,33,8,322,197,13,44,6,178,126,107,11,50,118,45,179,388,16,270,205,0,168,132,9,170,75,0,0,45,68,0,4112,3422,1062,1840,2063,23,1673,0,0,185,647,0,2780,1398,163,0,0,273,205,4157,525,882,581,495,369,349,1524,1084,828,58,1435,89,17,4869,3500,400,1406,1641,166,4815,2958,863,2008,1515,268,4362,2349,2639,1486,2535,358,4014,2638,1368,1425,2287,40,4735,2263,908,0,126,117,0,1108,145,361,14,24,93,24,19,52,11,40,33,24,20,36,177,84,45,33,74,37,53,44,237,51,33,37,32,19,0,242,113,32,0,18,29,448,105,210,28,0,29,1440,54,58,0,37,113,0,143,16,33,48,700,83,32,30,54,29,24,26,10,150,122068,Fungi{superkingdom}(78);Ascomycota{phylum}(78);Eurotiomycetes{class}(78);Eurotiales{order}(78);Aspergillaceae{family}(78);Aspergillus{genus}(78);Aspergillus_flavus{species}(78),Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus_flavus
ASV23,831,609,1139,45,40,704,232,265,0,205,644,272,211,20,124,403,255,146,29,187,512,488,295,119,43,36,961,452,386,89,24,268,311,203,63,0,423,445,379,16,33,572,573,173,281,132,20,1139,307,169,148,119,17,36,0,24,0,71,453,253,944,776,71,308,613,300,169,476,425,231,389,39,1900,1583,520,77,1542,420,34,340,369,133,959,190,139,456,431,88,917,1943,115,56,718,807,651,359,1297,528,1046,731,0,317,110,84,112,265,55,797,255,143,222,308,194,286,908,413,378,305,508,328,433,350,830,543,90,781,60,132,1080,466,115,727,520,66,633,980,622,514,490,149,781,713,1015,649,588,190,820,742,533,614,453,40,1905,2134,357,445,75,87,91,11014,1794,303,78,146,652,62,82,111,50,143,160,101,60,68,85,227,77,61,109,105,104,103,679,206,85,78,82,69,196,815,682,84,58,137,158,17224,1371,1482,634,43,103,4959,560,840,307,297,329,207,220,193,170,154,1633,211,197,49,382,95,58,63,63,179,118332,Fungi{superkingdom}(100);Ascomycota{phylum}(100);Saccharomycetes{class}(100);Saccharomycetales{order}(100);Debaryomycetaceae{family}(100);Hyphopichia{genus}(100);Hyphopichia_burtonii{species}(100),Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Hyphopichia,Hyphopichia_burtonii
ASV24,665,804,72,0,28,646,150,453,25,78,326,217,250,31,85,335,531,169,36,170,463,464,311,65,47,16,768,736,612,14,15,779,519,220,18,8,944,813,320,17,34,1178,741,206,136,73,11,1061,225,98,72,135,11,15,0,8,0,9,40,0,44,23,0,14,41,0,0,37,9,0,8,0,35,0,13,0,0,10,0,16,70,0,45,35,0,32,12,0,28,14,8,0,0,0,0,1683,2561,702,1399,1233,23,970,83,91,184,489,28,1452,675,176,177,386,244,76,1317,336,408,284,303,300,269,733,627,799,47,1672,50,10,2449,1919,303,1439,1364,119,1891,1976,705,1281,1101,196,2225,1389,1678,1035,1725,213,2293,2165,721,1174,1376,39,2946,1472,750,1028,106,77,129,271,36,15,4,0,11,11,11,18,0,18,0,7,0,0,11,23,16,14,11,10,14,4,89,19,0,0,4,8,11,61,17,10,6,0,0,41,15,37,0,0,8,201,12,0,10,0,19,0,6,7,0,7,97,15,9,0,7,0,7,6,4,75,75151,Fungi{superkingdom}(100);Ascomycota{phylum}(100);Eurotiomycetes{class}(100);Eurotiales{order}(100);Aspergillaceae{family}(100);Aspergillus{genus}(100);Aspergillus_insolitus{species}(100),Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus_insolitus
ASV25,3018,1063,73,15,0,972,280,421,36,123,560,213,341,24,154,574,581,267,48,201,608,588,364,98,28,18,889,1144,618,41,24,3071,1534,502,22,17,1655,1735,469,22,48,1849,1482,257,245,161,12,1468,215,231,131,78,34,65,18,20,17,6,43,0,92,19,0,28,79,0,4,48,16,0,18,0,55,23,31,0,0,19,0,31,127,0,79,62,0,21,19,0,50,20,9,0,6,0,0,881,1168,576,1157,1455,22,378,46,49,131,577,21,1489,241,88,122,219,203,136,844,220,325,216,220,377,98,580,574,447,57,788,33,18,2899,958,166,926,715,117,2004,1290,429,843,757,203,1949,1153,857,748,1012,198,2395,1297,1054,727,849,36,1950,897,477,652,55,35,86,719,116,24,7,8,49,13,9,10,0,8,11,10,5,13,0,41,26,9,16,0,16,0,299,23,8,5,5,8,13,270,80,15,0,8,10,287,68,114,15,0,5,738,30,46,17,9,49,17,12,0,8,15,227,37,22,6,12,9,0,6,6,76,74822,Fungi{superkingdom}(100);Ascomycota{phylum}(100);Saccharomycetes{class}(100);Saccharomycetales{order}(100);Trichomonascaceae{family}(100);Trichomonascus{genus}(100);Trichomonascus_ciferrii{species}(100),Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Trichomonascaceae,Trichomonascus,Trichomonascus_ciferrii
ASV26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,0,107,0,0,121,0,0,0,0,0,0,0,0,0,0,2189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,451,0,0,241,195,175,368,272,0,0,0,0,0,0,317,486,250,0,0,233,0,295,312,0,292,402,0,428,257,0,359,378,309,250,549,352,0,222,0,0,0,0,0,88,0,0,0,0,614,0,84,0,0,0,0,655,0,1375,0,0,0,0,8869,0,1084,0,178,0,0,0,0,0,0,0,0,0,148,0,0,0,0,0,1200,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,1862,709,1175,1735,817,742,788,607,2490,240,563,464,616,180,396,284,403,207,553,133,254,180,293,885,699,991,460,425,241,698,129,1284,814,1287,576,1725,0,678,245,657,355,1107,458,1122,740,1579,1348,962,1199,1410,1421,1216,427,261,1810,900,642,861,741,344,343,1631,551,73310,Fungi{superkingdom}(90);Ascomycota{phylum}(90);Saccharomycetes{class}(90);Saccharomycetales{order}(90);Saccharomycetaceae{family}(90);Issatchenkia{genus}(90);Issatchenkia_orientalis{species}(90),Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Issatchenkia,Issatchenkia_orientalis
ASV27,0,18,72,0,16,33,0,0,10,78,0,0,21,0,0,0,0,0,13,0,25,0,82,19,0,0,113,0,0,0,0,0,0,302,14,0,91,0,159,5,0,86,344,0,0,0,0,0,0,166,0,0,22,23,45,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,30,0,0,0,0,0,0,16,21,30,184,2163,214,0,24,10,734,1871,646,43,21,29,111,2977,66,0,49,13,17,129,4808,2416,25,12,41,13,685,5735,926,0,58,25,372,5027,3748,0,20,32,1704,3540,2933,15,36,17,4444,1865,2688,0,17,32,3961,2823,2723,0,10,14,1052,2464,25,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,65693,Fungi{superkingdom}(100);Ascomycota{phylum}(100);Saccharomycetes{class}(100);Saccharomycetales{order}(100);Debaryomycetaceae{family}(100);Debaryomyces{genus}(100);Unassigned{species}(0),Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,Unassigned
ASV28,0,138,0,0,0,227,0,88,0,0,333,100,197,0,0,266,122,78,0,0,198,112,0,0,0,0,314,0,108,0,0,0,114,113,0,0,0,187,116,0,0,127,0,144,0,0,0,182,0,0,0,0,0,0,0,0,0,0,118,0,138,80,0,0,146,0,0,0,0,0,48,0,0,47,0,0,0,55,0,81,181,0,94,74,0,82,0,0,74,0,0,0,0,0,0,2187,1615,523,1092,837,0,1188,0,58,119,538,53,2136,985,154,173,423,152,154,3099,501,670,333,527,665,236,1205,629,904,61,742,0,0,2277,2370,198,908,1271,79,1821,1796,512,870,1713,106,1943,1261,1411,742,1590,173,2149,1650,611,1026,1169,0,2573,1551,625,703,106,62,111,542,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,95,0,0,0,0,0,43,133,0,0,0,0,0,101,0,72,0,0,71,584,0,0,0,0,62,0,0,0,0,0,245,0,0,0,0,0,0,0,0,159,62083,Fungi{superkingdom}(98);Ascomycota{phylum}(98);Eurotiomycetes{class}(98);Eurotiales{order}(98);Aspergillaceae{family}(98);Aspergillus{genus}(98);Aspergillus_ruber{species}(98),Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus_ruber
ASV29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,908,583,0,0,0,466,0,0,0,930,0,0,678,802,433,0,751,0,0,0,0,0,1176,0,960,0,0,0,673,816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,951,1662,1274,1573,1122,1808,622,742,371,0,470,706,0,0,0,640,483,813,0,0,0,532,0,587,1286,0,555,383,1258,0,0,1413,1487,973,1447,0,1285,0,0,410,1642,513,1886,957,1338,2340,1151,1299,1109,1406,1632,739,0,941,1188,572,599,761,596,644,869,473,56684,Fungi{superkingdom}(86);Ascomycota{phylum}(86);Saccharomycetes{class}(86);Saccharomycetales{order}(86);Saccharomycetaceae{family}(86);Issatchenkia{genus}(86);Issatchenkia_orientalis{species}(86),Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Issatchenkia,Issatchenkia_orientalis
